機構代碼,機構名稱,電話,縣市區名,地址,科別,1語言治療師,2牙體技術師,3聽力師,4牙體技術士,5驗光師,6驗光生,A醫師,B中醫師,C牙醫師,D藥師,E藥劑生,F護理師,G護士,H助產士,I助產師,J醫事檢驗師,K醫事檢驗生,Q物理治療師,R職能治療師,S醫事放射師,T醫事放射士,U物理治療生,W職能治療生,V呼吸治療師,X諮商心理師,Y臨床心理師,Z營養師
3501015384,南京小岩井診所,02-25450610,臺北市松山區,臺北市松山區南京東路3段303巷8弄6號1樓,"西醫一般科,",0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3701014283,大友牙醫診所,27627275,臺北市松山區,臺北市松山區撫遠街350之1號(1樓),"牙醫一般科,",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3701014256,佳斯緹牙醫診所,,臺北市松山區,臺北市松山區民生東路3段113巷6弄5號1樓,"牙醫一般科,",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3501015428,佳利安診所,27182578,臺北市松山區,臺北市松山區南京東路3段305號8樓,"西醫一般科,",0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3501015473,守葳診所,27511775,臺北市松山區,臺北市松山區南京東路3段256巷46號1、2樓,"西醫一般科,",0,0,0,0,0,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3501015419,嬌妮美診所,27531155,臺北市松山區,臺北市松山區南京東路5段3號9樓,"西醫一般科,",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3501015133,弘宇診所,02-27128875,臺北市松山區,臺北市松山區民權東路3段160巷2之6號(1樓),"家庭醫學科,",0,0,0,0,0,0,3,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3501015508,君綺國際診所,25798200,臺北市松山區,臺北市松山區敦化南路1段25號2樓,"外科,",0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3501015375,佳思優醫美整形診所,27095585,臺北市松山區,臺北市松山區敦化北路8號1樓(1、2層),"整形外科,",0,0,0,0,0,0,1,0,0,0,1,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3701014292,勤美民生牙醫診所,,臺北市松山區,臺北市松山區民生東路5段58號1樓,"牙醫一般科,",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3701014210,怡德牙醫診所,27639109,臺北市松山區,臺北市松山區八德路4段226號(1樓),"牙醫一般科,",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3501015535,韓后國際健康醫美診所,27116299,臺北市松山區,臺北市松山區復興北路69號10樓,"西醫一般科,",0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3701014185,誠楷牙醫診所,0-25702685,臺北市松山區,臺北市松山區敦化南路1段7號3樓,"牙醫一般科,",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3501015240,宥全診所,02-27678225,臺北市松山區,臺北市松山區民生東路5段216號1樓,"家庭醫學科,",0,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3501010870,余內科診所,227675640,臺北市松山區,臺北市松山區八德路四段６４６號,"西醫一般科,",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3501010852,周玄文診所,227130296,臺北市松山區,臺北市松山區民權東路三段１６０巷１９弄６號,"西醫一般科,",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3801012674,渼生堂中醫診所,02-25794195,臺北市松山區,臺北市松山區八德路3段138號(1、2樓),"中醫一般科,",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3701013544,微風牙醫診所,2772-3738,臺北市松山區,臺北市松山區復興南路1段51號2樓,"牙醫一般科,",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3701014265,博飛迅牙醫診所,02-27488933,臺北市松山區,臺北市松山區八德路4段666號7樓之2,"牙醫一般科,",0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3701011817,饒河牙醫診所,227634917,臺北市松山區,臺北市松山區塔悠路１３號,"牙醫一般科,",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3501015393,微醫未來美學診所,27680205,臺北市松山區,臺北市松山區南京東路5段166、168號11樓,"西醫一般科,",0,0,0,0,0,0,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3501015455,宸曜診所,25467926,臺北市松山區,臺北市松山區敦化北路155巷8號1、2樓,"家庭醫學科,",0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3501015142,佑達骨科診所,02-25457958,臺北市松山區,臺北市松山區南京東路4段95號1樓,"骨科,",0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
3501013040,安禾聯合診所,27137889,臺北市松山區,臺北市松山區民權東路三段一七八號三樓,"內科,兒科,西醫一般科,",0,0,0,0,0,0,3,0,0,0,0,16,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3801012496,皇脈中醫診所,27670258,臺北市松山區,臺北市松山區八德路四段245巷29號,"中醫一般科,",0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3501015035,安兒康小兒專科診所,77287688,臺北市松山區,臺北市松山區敦化北路116號、118號、118號2樓,"兒科,",0,0,0,0,0,0,2,0,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3701010829,生春牙醫診所,227658817,臺北市松山區,臺北市松山區南京東路五段139號,"牙醫一般科,",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3701010776,固榮牙醫診所,225795714,臺北市松山區,臺北市松山區延吉街１６號,"牙醫一般科,",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3801010287,國晉中醫診所,225781858,臺北市松山區,臺北市松山區光復南路６巷４６號,"中醫一般科,",0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3701011997,群益牙醫診所,227672344,臺北市松山區,臺北市松山區光復北路１２３號１樓,"牙醫一般科,",0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3701011086,慶華牙醫診所,225788527,臺北市松山區,臺北市松山區延吉街１０巷８號,"牙醫一般科,",0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3801012049,仲佑中醫診所,25706899,臺北市松山區,臺北市松山區八德路三段２12號１樓,"中醫一般科,",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3501014270,生昇復健專科診所,25289018,臺北市松山區,臺北市松山區三民路39號,"復健科,",0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3501010058,林聰賢婦產科診所,227625290,臺北市松山區,臺北市松山區八德路四段３４５號２Ｆ,"婦產科,",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1501010029,培靈醫院,227606116,臺北市松山區,臺北市松山區八德路四段355號,"精神科,",0,0,0,0,0,0,2,0,0,1,1,7,6,0,0,0,0,0,2,0,0,0,0,0,0,1,0
3701010034,長泰牙醫診所,227163689,臺北市松山區,臺北市松山區長春路５００號２樓,"牙醫一般科,",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3501015437,安德森整形外科診所,27123373,臺北市松山區,臺北市松山區復興北路337號3樓,"外科,整形外科,",0,0,0,0,0,0,1,0,0,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3701013580,久恆牙醫診所,02-37652255,臺北市松山區,臺北市松山區民生東路5段93號,"牙醫一般科,",0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3701011139,宏國牙醫診所,227601715,臺北市松山區,臺北市松山區民生東路五段１５號,"牙醫一般科,",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3501011475,林永濤整形外科診所,87871917,臺北市松山區,臺北市松山區光復北路７號７樓,"整形外科,",0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3501015526,南京安澐診所,02-27667800,臺北市松山區,臺北市松山區健康路303號(1樓),"西醫一般科,",0,0,0,0,0,0,3,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3701013982,魔法兔齒顎矯正牙醫診所,(02)27660655,臺北市松山區,臺北市松山區東興路2巷5號,"牙醫一般科,",0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3501015446,立健美診所,25140268,臺北市松山區,臺北市松山區民權東路3段130號1樓,"西醫一般科,",0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3801012405,新富錦中醫診所,27471173,臺北市松山區,臺北市松山區民生東路5段203號,"中醫一般科,",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3701014318,金欣牙醫診所,25779660,臺北市松山區,臺北市松山區八德路3段164號1樓、164之1號(1樓),"牙醫一般科,",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3701013679,品睿牙醫診所,27138869,臺北市松山區,臺北市松山區民生東路三段113巷25弄6號2樓,"牙醫一般科,",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3701013491,華中牙醫診所,25450589,臺北市松山區,臺北市松山區南京東路四段１１７號,"牙醫一般科,",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3701010374,吉聖牙醫診所,227678535,臺北市松山區,臺北市松山區八德路四段７號,"牙醫一般科,",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3801012718,民生漢唐中醫診所,02-27475629,臺北市松山區,臺北市松山區民生東路5段138巷3號2樓之5,"中醫一般科,",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3501015482,馥之美診所,02-77091355,臺北市松山區,臺北市松山區慶城街24之1號5樓,"西醫一般科,",0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3501011322,安成診所,02  27624618,臺北市松山區,臺北市松山區富錦街４９７號,"外科,骨科,",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0
3501015464,芯橙診所,27310233,臺北市松山區,臺北市松山區復興北路33號6樓,"西醫一般科,",0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3501014583,佳家美學診所,2715-0016,臺北市松山區,臺北市松山區復興北路145號3樓,"西醫一般科,",0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3701013473,泰康牙醫診所,27618651,臺北市松山區,臺北市松山區南京東路五段６４號３樓,"牙醫一般科,",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3701013526,采鴻牙醫診所,25451339,臺北市松山區,臺北市松山區復興北路145號8樓,"牙醫一般科,",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3701013740,采德牙醫診所,27493299,臺北市松山區,臺北市松山區南京東路五段106號2樓,"牙醫一般科,",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3501014216,景賀診所,87871528,臺北市松山區,臺北市松山區民生東路5段85號,"西醫一般科,",0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3501014234,蘋果樹醫美診所,27163535,臺北市松山區,臺北市松山區南京東路三段309號3樓,"家庭醫學科,",0,0,0,0,0,0,1,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3501014243,何兆芬健康診所,25451611,臺北市松山區,臺北市松山區南京東路四段47號2樓,"內科,",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3701013731,崇皓牙醫診所,02-2716-1816,臺北市松山區,臺北市松山區光復北路202號1樓,"牙醫一般科,",0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3501014449,立悅皮膚科診所,(02)2528-2160,臺北市松山區,臺北市松山區南京東路五段46號4樓,"皮膚科,",0,0,0,0,0,0,1,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3701013759,森之谷美學牙醫診所,(02)2528-3539,臺北市松山區,臺北市松山區南京東路五段40、42號,"牙醫一般科,",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3501014252,金贊診所,25782259,臺北市松山區,臺北市松山區南京東路四段66號2樓、寧安街68巷25號2樓,"外科,",0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3501014494,美仕媞時尚醫美診所,27187779,臺北市松山區,臺北市松山區民權東路三段178號15樓,"整形外科,",0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3501014350,聯青診所,25795155,臺北市松山區,臺北市松山區南京東路4段16號5樓,"西醫一般科,",0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
3501014172,周適偉診所,27787826,臺北市松山區,臺北市松山區復興北路69號7樓,"復健科,",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3501014047,双眼明眼科診所,27120777,臺北市松山區,臺北市松山區南京東路三段309號2樓,"眼科,",0,0,0,0,0,3,4,0,0,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3801012478,博康中醫診所,2762-9895,臺北市松山區,臺北市松山區南京東路五段280號,"中醫一般科,",0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3501014476,鈞賀診所,27601155,臺北市松山區,臺北市松山區富錦街462號,"家庭醫學科,",0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3501014225,弘光耳鼻喉科診所,02-27181177,臺北市松山區,臺北市松山區民生東路四段117號,"耳鼻喉科,",0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3501014869,W頂尖醫美診所,27752088,臺北市松山區,臺北市松山區南京東路三段270號4樓,"西醫一般科,",0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3701013955,美學牙醫診所,27170220,臺北市松山區,臺北市松山區民生東路四段97巷1弄4號,"牙醫一般科,",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3501014734,双悅診所,27609122,臺北市松山區,臺北市松山區南京東路5段163之1號(1、2樓),"精神科,",0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3701013964,康河牙醫診所,02-27189090,臺北市松山區,臺北市松山區南京東路四段77號2樓,"牙醫一般科,",0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3701014005,新尊榮牙醫診所,02-27686006,臺北市松山區,臺北市松山區八德路四段674號,"牙醫一般科,",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3801012549,慈和中醫診所,02-27472788,臺北市松山區,臺北市松山區八德路四段245巷32弄65號,"中醫一般科,",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3501014912,欣悅超美診所,27711551,臺北市松山區,臺北市松山區復興北路73號3樓,"西醫一般科,",0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3501014565,新心診所,27651222,臺北市松山區,臺北市松山區光復北路11巷63號,"外科,",0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3701013802,佳禾牙醫診所,02-27423773,臺北市松山區,臺北市松山區八德路四段6號,"牙醫一般科,",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3701013811,恩信牙醫診所,37655911,臺北市松山區,臺北市松山區南京東路五段200號6樓之4,"牙醫一般科,",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4001010013,長庚醫療財團法人長庚診所,2713-6500#7078,臺北市松山區,臺北市松山區民生東路三段130巷9號2、3、4樓,"西醫一般科,",0,0,0,0,0,0,16,0,0,2,0,39,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3501014636,松山大愛眼科診所,26330142,臺北市松山區,臺北市松山區南京東路五段269號1、2、3樓,"眼科,",0,0,0,0,0,0,2,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3501014690,極光美學診所,2547-5959,臺北市松山區,臺北市松山區南京東路四段25號2樓,"西醫一般科,",0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3801012512,東青中醫診所,87870781,臺北市松山區,臺北市松山區民生東路五段245號、245之1號,"中醫一般科,",0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3501014672,臻品絕色診所,2717-1157,臺北市松山區,臺北市松山區興安街157號,"西醫一般科,",0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3501014976,駿昂耳鼻喉科診所,87728086,臺北市松山區,臺北市松山區八德路2段395號1樓及397號1樓,"耳鼻喉科,",0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3501014878,悠適復健科診所,02-27493088,臺北市松山區,臺北市松山區光復北路11巷65號1樓、67號1樓,"復健科,",2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,0
3501014958,康活診所,27183159,臺北市松山區,臺北市松山區復興北路333號5樓,"家庭醫學科,",0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3501015044,南京光澤診所,27495589,臺北市松山區,臺北市松山區南京東路五段154號2樓、156號2樓,"外科,",0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3701013946,薏安牙醫診所,27121882,臺北市松山區,臺北市松山區南京東路四段197號2樓之2、2樓之3,"牙醫一般科,",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3501014805,達特邱診所,930953428,臺北市松山區,臺北市松山區八德路二段350號2樓,"外科,",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3501014823,澄東耳鼻喉科診所,27420552,臺北市松山區,臺北市松山區三民路37號,"耳鼻喉科,",0,0,0,0,0,0,3,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3701013973,佳誠美學牙醫診所,27633555,臺北市松山區,臺北市松山區南京東路五段232號,"牙醫一般科,",0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3701014050,喜樂芽牙醫診所,02-85092410,臺北市松山區,臺北市松山區八德路四段245巷33號,"牙醫一般科,",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3801012530,青花瓷養生中醫診所,37652278,臺北市松山區,臺北市松山區南京東路5段169號(2樓),"中醫一般科,",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3701014158,靜巷美學牙醫診所,02-25454999,臺北市松山區,臺北市松山區民權東路3段106巷36號1樓,"牙醫一般科,",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3501015204,吉祥預防醫學診所,,臺北市松山區,臺北市松山區南京東路三段303巷6弄9號1樓,"西醫一般科,",0,0,0,0,0,0,2,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3801012610,民昇中醫診所,02-37656099,臺北市松山區,臺北市松山區民生東路五段87號,"中醫一般科,",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3801012638,欣悅中醫診所,02-87707080,臺北市松山區,臺北市松山區南京東路4段193號1樓,"中醫一般科,",0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3501015106,泰安親親家庭診所,27605036,臺北市松山區,臺北市松山區光復北路97號,"西醫一般科,",0,0,0,0,0,0,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3501015124,恩緹悠活時尚診所,,臺北市松山區,臺北市松山區慶城街24號4樓,"西醫一般科,",0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3701014130,本質牙醫診所,,臺北市松山區,臺北市松山區南京東路5段167號(實際營業地址:1、2層),"牙醫一般科,",0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3501014930,聖光眼科診所,02-2718-3663,臺北市松山區,臺北市松山區南京東路四段181、183號,"眼科,",0,0,0,0,2,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3501015017,樂康診所,25788360,臺北市松山區,臺北市松山區八德路三段 221之1號,"內科,精神科,",0,0,0,0,0,0,1,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3501015053,原邑診所,27472985,臺北市松山區,臺北市松山區健康路325巷6弄21號,"內科,",0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3501015062,妍棠美學診所,87715597,臺北市松山區,臺北市松山區敦化北路145巷49號,"西醫一般科,",0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3501015197,康健診所,25779682,臺北市松山區,臺北市松山區延吉街9之4號(1樓)及11號2樓,"復健科,",3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0
3501015517,麗得醫美整形外科診所,27606101,臺北市松山區,臺北市松山區南京東路5段1號5樓,"整形外科,",0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
