機構代碼,機構名稱,電話,縣市區名,地址,科別,1語言治療師,2牙體技術師,3聽力師,4牙體技術士,5驗光師,6驗光生,A醫師,B中醫師,C牙醫師,D藥師,E藥劑生,F護理師,G護士,H助產士,I助產師,J醫事檢驗師,K醫事檢驗生,Q物理治療師,R職能治療師,S醫事放射師,T醫事放射士,U物理治療生,W職能治療生,V呼吸治療師,X諮商心理師,Y臨床心理師,Z營養師,醫學中心
3531019416,維力骨科診所,(02) 2250-5550,新北市板橋區,新北市板橋區文化路二段19號1、2、3、4樓,"骨科,",0,0,0,0,0,0,4,0,0,2,0,3,2,0,0,0,0,10,0,0,0,1,0,0,0,0,0,0
3531013012,余立俊診所,29671329,新北市板橋區,新北市板橋區民權路二０二巷一一弄二號,"家庭醫學科,",0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3831012691,板橋同仁堂中醫診所,29589000,新北市板橋區,新北市板橋區四川路一段一三○號,"中醫一般科,",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3531018946,劉宜光診所,02-8968-1111,新北市板橋區,新北市板橋區龍興街33號1樓,"家庭醫學科,",0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
353101A306,板橋美麗爾美學診所,02-29638666,新北市板橋區,新北市板橋區文化路一段145號2樓,"西醫一般科,",0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3531012131,姜條宗內科診所,02 2590915,新北市板橋區,新北市板橋區裕民街１３９號,"內科,",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3531017841,久明診所,02-8968-2090,新北市板橋區,新北市板橋區文化路1段137號3樓,"西醫一般科,",0,0,0,0,0,0,2,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3731014344,恩美牙醫診所,02-2258-7098,新北市板橋區,新北市板橋區仁化街42巷7號1樓,"牙醫一般科,",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3531019023,劉仲彥皮膚專科診所,(02) 2251-6677,新北市板橋區,新北市板橋區雙十路2段167號1樓、2樓,"皮膚科,",0,0,0,0,0,0,4,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3531015481,徐小兒科診所,02 22500890,新北市板橋區,新北市板橋區陽明街46之2號1樓,"兒科,",0,0,0,0,0,0,3,0,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3531016924,成安診所,02-29588182,新北市板橋區,新北市板橋區重慶路308巷2號1樓,"西醫一般科,",0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3531019274,長宏骨科診所,02-2257-0306,新北市板橋區,新北市板橋區民治街127號1樓及2樓、129號1樓,"骨科,",0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0
3831010946,陳榮文中醫診所,02 2272-3526,新北市板橋區,新北市板橋區新生街11號1樓,"中醫一般科,",0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3731010819,智中牙醫診所,02 9648215,新北市板橋區,新北市板橋區中山路二段１６６號,"牙醫一般科,",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3731015154,板橋蒔美牙醫診所,02-29511055,新北市板橋區,新北市板橋區區運路28號1樓、2樓,"牙醫一般科,",0,2,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3731014228,東暘牙醫診所,02-8258-6868,新北市板橋區,新北市板橋區雨農路30號1樓．32號1樓，32號2樓,"牙醫一般科,",0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3531012560,蔡榮展耳鼻喉科診所,02 3587470,新北市板橋區,新北市板橋區陽明街１０８號,"耳鼻喉科,",0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3831013830,謙合科學中醫診所,02-2255-9390,新北市板橋區,新北市板橋區莊敬路68號1樓,"中醫一般科,",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
353101A039,立竹診所,02-29638111,新北市板橋區,新北市板橋區實踐路121號1、2樓,"內科,",0,0,0,0,0,0,3,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3831015030,百善堂中醫診所,02-22562102,新北市板橋區,新北市板橋區新海路344號(1樓),"中醫一般科,",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3731011352,大觀牙醫診所,,新北市板橋區,新北市板橋區龍興街71巷6號,"牙醫一般科,",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3731013490,懷安牙醫診所,02-22515257,新北市板橋區,新北市板橋區國光路215號,"牙醫一般科,",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3531018928,仁禾診所,(02) 8257-1827,新北市板橋區,新北市板橋區民生路三段93號1、2樓,"內科,",0,0,0,0,0,0,2,0,0,0,0,4,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
3531017903,陳志洪診所,028252-2832,新北市板橋區,新北市板橋區文化路1段216號1樓、2樓,"兒科,",0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3731014826,東豪牙醫診所,02-2254-2287,新北市板橋區,新北市板橋區文化路2段241號1、2樓,"牙醫一般科,",0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3531018642,板橋光澤診所,02-29551300,新北市板橋區,新北市板橋區館前東路2號1樓及2樓2之1號1樓及2樓2之2號1樓及2樓四川路1段21號2樓23號1樓及2樓,"皮膚科,",0,0,0,0,0,0,9,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3531013852,德民耳鼻喉科診所,229517017,新北市板橋區,新北市板橋區民族路二九二號,"耳鼻喉科,",0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3531016782,弘安耳鼻喉科診所,02-29649000,新北市板橋區,新北市板橋區重慶路308巷8號1樓,"耳鼻喉科,",0,0,0,0,0,0,1,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3531010379,雅音眼科診所,02 9527189,新北市板橋區,新北市板橋區民生路一段６０號,"眼科,",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
353101A324,豐禾文化婦產科診所,02-22520000,新北市板橋區,新北市板橋區文化路一段322號2~4樓,"婦產科,",0,0,0,0,0,0,2,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3831013965,江翠中醫診所,02-8257-0770,新北市板橋區,新北市板橋區雙十路3段1號2樓及3號1、2樓,"中醫一般科,",0,0,0,0,0,0,0,2,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3731010211,偉仁牙醫診所,02-2958-1797,新北市板橋區,新北市板橋區三民路2段203之5號(1~3樓)、203之6號(1樓),"牙醫一般科,",0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3831014248,璞和中醫診所,(02) 2957-0566,新北市板橋區,新北市板橋區中山路2段134號(1樓),"中醫一般科,",0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3531013138,板聯診所,2559990,新北市板橋區,新北市板橋區民治街一四０號一樓,"家庭醫學科,",0,0,0,0,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3531019872,陳智宏診所,02-29589169,新北市板橋區,新北市板橋區民權路28號(1樓),"西醫一般科,",0,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3531019407,樂田耳鼻喉科診所,(02) 8258-2968,新北市板橋區,新北市板橋區文化路二段10號(1樓),"家庭醫學科,耳鼻喉科,",0,0,0,0,0,0,3,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3831013410,榮德中醫診所,02-22568227  02-22568228,新北市板橋區,新北市板橋區懷德街131號,"中醫一般科,",0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3731013829,岳德聯合牙醫診所,02 2969-9292,新北市板橋區,新北市板橋區中正路四十三號一、二樓,"牙醫一般科,",0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3531019434,禾家美學診所,(02) 22586000,新北市板橋區,新北市板橋區文化路二段15號(1樓),"西醫一般科,",0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3731010435,章牙醫診所,02 9558997,新北市板橋區,新北市板橋區中山路二段８６號２樓,"牙醫一般科,",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3831014604,東芳榮妹中醫診所,02-2951-7373,新北市板橋區,新北市板橋區貴興路82號(1樓),"中醫一般科,",0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3831014659,六合堂中醫診所,(02) 29668397,新北市板橋區,新北市板橋區中正路332之4號(1樓),"中醫一般科,",0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
353101A075,實健診所,02-29626888,新北市板橋區,新北市板橋區中山路2段32號(1樓),"精神科,",0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3831014962,天祐中醫診所,02-29568821,新北市板橋區,新北市板橋區三民路二段119號(1樓),"中醫一般科,",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3731015234,鼎吉牙醫診所,02-2963-7777,新北市板橋區,新北市板橋區漢生東路173號1樓,"牙醫一般科,",0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3831010286,弘濟堂中醫診所,02-2961-3396,新北市板橋區,新北市板橋區實踐路127號(1樓),"中醫一般科,",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3731014595,尚誠牙醫診所,02-2258-4101,新北市板橋區,新北市板橋區中山路二段5號(1樓),"牙醫一般科,",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3831014079,鼎超中醫診所,02-2252-1679,新北市板橋區,新北市板橋區雙十路2段47巷8弄16號(1樓),"中醫一般科,",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
353101A100,穎泰診所,02-22541861,新北市板橋區,新北市板橋區懷德街109號（1樓）,"西醫一般科,",0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
353101A226,采醫璟麗診所,02-22555612,新北市板橋區,新北市板橋區民生路二段209號1、2樓,"西醫一般科,",0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3731015270,日煦牙醫診所,02-82752838,新北市板橋區,新北市板橋區民權路210號1、2樓,"牙醫一般科,",0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3531019989,欣美診所,02-89520086,新北市板橋區,新北市板橋區中山路一段6號5樓,"西醫一般科,",0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3831014935,全人中醫診所,02-29649699,新北市板橋區,新北市板橋區中山路二段262號1、2樓,"中醫一般科,",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
353101A280,達特楊眼科診所,02-22508000,新北市板橋區,新北市板橋區文化路一段148號1、2、3樓,"眼科,",0,0,0,0,3,1,2,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3731015252,江翠牙醫診所,02-22552033,新北市板橋區,新北市板橋區雙十路二段165號1、2樓,"牙醫一般科,",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3531019998,板橋愛爾麗診所,02-29513359,新北市板橋區,新北市板橋區中山路一段6號3樓,"西醫一般科,",0,0,0,0,0,0,3,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3731015261,亮白牙醫診所,02-22586808,新北市板橋區,新北市板橋區四維路119號(1樓),"牙醫一般科,",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3831013581,鴻林中醫診所,02-8953-9118,新北市板橋區,新北市板橋區成都街37號1樓,"中醫一般科,",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3531019792,佳腎內科診所,02-22558698,新北市板橋區,新北市板橋區文化路一段120號(1樓),"內科,",0,0,0,0,0,0,1,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3531015598,基祥西醫診所,02-89662464,新北市板橋區,新北市板橋區四川路2段120號1樓,"西醫一般科,",0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3531018624,重心診所,02-29597755,新北市板橋區,新北市板橋區國慶路189號(1樓),"內科,",0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3531016817,溫大慶小兒科診所,02-22582330,新北市板橋區,新北市板橋區新海路386號〈1樓〉,"兒科,",0,0,0,0,0,0,4,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3731011076,大學牙醫診所,02 22592227,新北市板橋區,新北市板橋區裕民街一０八號一樓,"牙醫一般科,",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3831014908,翰醫堂新板中醫診所,02-22555355,新北市板橋區,新北市板橋區文化路一段349號(1、2、3樓),"中醫一般科,",0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3831014695,林衡毅中醫診所,02-89678579,新北市板橋區,新北市板橋區四川路二段140巷16弄22號(1樓),"中醫一般科,",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3531019765,全泰診所,02-89660882,新北市板橋區,新北市板橋區館前西路140、142號(1樓),"西醫一般科,",0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3531015463,板橋諾貝爾眼科診所,02-29633456,新北市板橋區,新北市板橋區文化路一段145號(1樓),"眼科,",0,0,0,0,4,2,2,0,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3531015169,常春聯合診所,02-29642694,新北市板橋區,新北市板橋區四川路一段四十七號,"內科,眼科,",0,0,0,0,0,0,4,0,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3531018311,順心診所,02-89520669,新北市板橋區,新北市板橋區中山路2段160號1樓,"精神科,",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
353101A244,板橋小岩井診所,02-22590200,新北市板橋區,新北市板橋區文化路二段10號2樓,"西醫一般科,",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3531019176,蔡明志小兒專科診所,(02) 8257-0156,新北市板橋區,新北市板橋區雨農路56號(1樓),"兒科,",0,0,0,0,0,0,1,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3531012908,吳懿蒼小兒科診所,(02) 29603312,新北市板橋區,新北市板橋區國光路４３號,"兒科,",0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3831013652,全泰中醫診所,02-5953-2998,新北市板橋區,新北市板橋區中山路2段78號（1樓）,"中醫一般科,",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3731011576,良鴻牙醫診所,02 22537835,新北市板橋區,新北市板橋區仁化街八七號一樓,"牙醫一般科,",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3731011629,健和牙醫診所,9610242,新北市板橋區,新北市板橋區實踐路96號1、2樓及98號1、2樓,"牙醫一般科,",0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3731011950,時代牙醫診所,02 9514305,新北市板橋區,新北市板橋區忠孝路１２號,"牙醫一般科,",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3731010408,益新牙醫診所,02- 29682899,新北市板橋區,新北市板橋區南雅南路一段74號(1、2樓),"牙醫一般科,",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3731013758,聖恩牙醫診所,02-2252-8341,新北市板橋區,新北市板橋區莒光路74號1樓,"牙醫一般科,",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3531019318,心世界身心精神科診所,(02) 2275-2279,新北市板橋區,新北市板橋區國光路33號(1樓),"精神科,",0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
353101A020,向陽澄思診所,02-22550530,新北市板橋區,新北市板橋區文化路二段113號(1、2樓),"精神科,",0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3731013801,菁樺牙醫診所,229599192,新北市板橋區,新北市板橋區民生路一段十九號一樓,"牙醫一般科,",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3531019032,京澄皮膚專科診所,02-2958-2777,新北市板橋區,新北市板橋區三民路一段181、183號(1樓),"皮膚科,",0,0,0,0,0,0,3,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3831013661,向德中醫診所,02-2259-1010,新北市板橋區,新北市板橋區文化路2段109號(1樓)及松江街2號(1樓),"中醫一般科,",0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3731015243,環球美學牙醫診所,02-2953-1668,新北市板橋區,新北市板橋區民安街28號2樓,"牙醫一般科,",0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3531010280,王英權皮膚科診所,02 9555232,新北市板橋區,新北市板橋區民族路１２９巷６號,"皮膚科,",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3531010020,曾耳鼻喉科診所,02 9621266,新北市板橋區,新北市板橋區民族路４３號,"耳鼻喉科,",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3731014291,康祐牙醫診所,8253-3332,新北市板橋區,新北市板橋區光武街17號1樓,"牙醫一般科,",0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3731013525,邱慶來牙醫診所,(02) 29662000、29578999,新北市板橋區,新北市板橋區新民街7巷18之1號(2樓),"牙醫一般科,",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3731014460,精英牙醫診所,,新北市板橋區,新北市板橋區中山路2段84-4號1樓、2樓,"牙醫一般科,",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3531016095,宏元小兒科診所,282583603,新北市板橋區,新北市板橋區仁化街一號一樓,"兒科,",0,0,0,0,0,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
353101A057,南雅復健科診所,02-89681266,新北市板橋區,新北市板橋區南雅南路一段3號1、2、3、4樓,"復健科,",2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,2,0,0,1,0,0,0,0,0,0
3731011110,天下牙醫診所,02 9682660,新北市板橋區,新北市板橋區後菜園街１９號,"牙醫一般科,",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3831011354,家福中醫診所,282525320,新北市板橋區,新北市板橋區雙十路三段四十三號一樓,"中醫一般科,",0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3731013687,惟美牙醫診所,02 22554502,新北市板橋區,新北市板橋區雙十路二段6號1樓,"牙醫一般科,",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3531017583,菡生婦幼診所,(02) 2951-8999,新北市板橋區,新北市板橋區中山路一段104號(1樓)、104號2至7樓,"兒科,婦產科,",0,0,0,0,0,0,8,0,0,0,0,20,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3731013614,晶美牙醫診所,89681189,新北市板橋區,新北市板橋區文化路一段219一1號(共四層使用1-3樓),"牙醫一般科,",0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2331010016,新北市板橋區衛生所,02 22586606,新北市板橋區,新北市板橋區英士路192號,"西醫一般科,",0,0,0,0,0,0,1,0,0,0,0,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3531017752,德一診所,02-2953-5396,新北市板橋區,新北市板橋區中山路2段236號1樓~3樓及238號2樓~3樓,"內科,復健科,",0,0,0,0,0,0,4,0,0,0,0,2,2,0,0,0,0,3,4,1,0,3,0,0,0,0,1,0
3731014120,京品牙醫診所,29642667,新北市板橋區,新北市板橋區忠孝路97號,"牙醫一般科,",0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3531013905,興安診所,02-29652683,新北市板橋區,新北市板橋區龍興街51號,"西醫一般科,",0,0,0,0,0,0,2,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3831011345,健福中醫診所,02-29597695,新北市板橋區,新北市板橋區中山路二段237號1樓及成功路6巷34號1樓,"中醫一般科,",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3831013330,明德中醫診所,02-22502835,新北市板橋區,新北市板橋區莒光路78巷4號(1樓),"中醫一般科,",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3531011456,愛德診所,02-29682079,新北市板橋區,新北市板橋區大觀路二段一五二號,"西醫一般科,",0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3531011223,樂活醫美診所,02-29519666,新北市板橋區,新北市板橋區民族路89之2號1樓,"家庭醫學科,婦產科,",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3731014951,欣采美學牙醫診所,(02) 2255-5313,新北市板橋區,新北市板橋區文聖街176、178號(1樓),"牙醫一般科,",0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
